College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Project_Rank_in_CGPA
clg0077,99.0,8.87,8.47,8.0,no,5.0,2.0,5.0,no,1.0
clg0003,100.0,6.6,7.09,6.0,no,6.0,9.0,4.0,no,2.0
clg0079,120.0,9.96,10.12,7.0,no,3.0,7.0,4.0,yes,2.0
clg0008,89.0,8.7,7.56,6.0,no,5.0,6.0,5.0,no,1.0
clg0082,88.0,7.97,7.56,10.0,yes,5.0,6.0,5.0,no,1.0
clg0097,81.0,9.62,9.27,9.0,no,1.0,6.0,5.0,no,1.0
clg0066,104.0,9.92,10.14,8.0,no,3.0,5.0,0.0,no,5.0
clg0021,91.0,5.72,5.24,1.0,no,9.0,6.0,2.0,no,4.0
clg0058,99.0,6.45,7.56,10.0,no,3.0,8.0,3.0,no,3.0
clg0036,92.0,5.4,4.97,2.0,no,6.0,3.0,5.0,no,1.0
clg0099,97.0,6.39,6.49,1.0,yes,10.0,6.0,3.0,no,3.0
clg0065,109.0,7.82,7.58,10.0,no,4.0,1.0,4.0,no,2.0
clg0029,109.0,7.04,6.9,7.0,no,7.0,4.0,1.0,no,5.0
clg0019,115.0,6.25,5.92,6.0,no,5.0,8.0,5.0,yes,1.0
clg0035,99.0,7.55,7.56,2.0,no,5.0,5.0,0.0,no,6.0
clg0008,97.0,7.31,7.56,10.0,no,7.0,8.0,3.0,no,3.0
clg0062,99.0,7.55,7.43,7.0,yes,9.0,10.0,5.0,no,1.0
clg0091,94.0,9.4,7.56,7.0,no,4.0,3.0,3.0,no,3.0
clg0051,85.0,9.83,10.11,5.0,no,10.0,5.0,4.0,no,2.0
clg0062,106.0,9.74,9.66,10.0,no,5.0,10.0,3.0,yes,3.0
clg0063,90.0,6.81,6.67,9.0,yes,2.0,4.0,3.0,no,3.0
clg0075,119.0,6.56,6.63,1.0,no,5.0,6.0,5.0,no,1.0
clg0072,97.0,5.68,5.44,1.0,yes,10.0,5.0,1.0,no,5.0
clg0049,99.0,8.33,8.65,8.0,no,5.0,4.0,0.0,no,6.0
clg0062,83.0,9.86,10.21,2.0,no,8.0,6.0,3.0,no,1.0
clg0055,107.0,6.41,6.66,5.0,yes,9.0,7.0,3.0,no,3.0
clg0034,99.0,9.75,9.29,4.0,no,4.0,2.0,3.0,no,3.0
clg0008,104.0,8.45,8.2,4.0,no,5.0,8.0,1.0,no,5.0
clg0089,67.0,6.43,6.84,4.0,yes,5.0,6.0,3.0,no,3.0
clg0019,88.0,7.25,7.6,5.0,no,4.0,3.0,3.0,no,3.0
clg0084,117.0,7.55,6.54,5.0,yes,1.0,2.0,2.0,no,4.0
clg0032,91.0,9.44,9.42,7.0,no,5.0,6.0,5.0,no,1.0
clg0026,110.0,5.48,5.92,9.0,yes,2.0,4.0,5.0,no,1.0
clg0003,92.0,7.55,9.52,1.0,no,0.0,8.0,1.0,no,5.0
clg0076,86.0,9.51,9.69,6.0,no,4.0,10.0,1.0,no,5.0
clg0040,99.0,6.87,7.56,2.0,no,1.0,1.0,1.0,no,5.0
clg0025,107.0,9.99,10.04,10.0,yes,5.0,9.0,4.0,yes,2.0
clg0016,99.0,6.65,7.12,3.0,no,9.0,5.0,0.0,no,5.0
clg0062,101.0,5.43,5.42,10.0,no,3.0,6.0,2.0,no,4.0
clg0005,125.0,8.6,8.62,4.0,yes,5.0,4.0,1.0,no,4.0
clg0022,98.0,7.55,5.37,6.0,no,3.0,2.0,5.0,no,1.0
clg0025,99.0,8.86,8.76,3.0,no,8.0,4.0,5.0,no,1.0
clg0063,118.0,6.95,6.52,4.0,no,1.0,6.0,3.0,no,3.0
clg0062,118.0,6.96,6.55,6.0,no,3.0,4.0,0.0,no,6.0
clg0098,96.0,8.16,8.13,3.0,yes,4.0,5.0,3.0,no,3.0
clg0058,94.0,7.87,7.43,7.0,no,6.0,1.0,1.0,no,5.0
clg0026,88.0,5.73,5.36,4.0,yes,0.0,4.0,1.0,no,5.0
clg0040,114.0,6.58,6.72,3.0,no,6.0,2.0,5.0,no,1.0
clg0096,85.0,9.67,10.04,3.0,no,4.0,1.0,1.0,no,5.0
clg0060,101.0,5.65,5.24,5.0,no,8.0,5.0,1.0,no,5.0
clg0060,70.0,6.16,5.71,2.0,no,4.0,1.0,2.0,no,3.0
clg0009,106.0,7.55,7.89,8.0,no,3.0,4.0,2.0,no,2.0
clg0062,85.0,6.94,7.56,8.0,no,6.0,5.0,3.0,no,3.0
clg0017,114.0,9.99,10.01,5.0,yes,8.0,7.0,1.0,no,4.0
clg0099,95.0,5.59,7.56,8.0,yes,10.0,7.0,3.0,no,3.0
clg0064,117.0,8.71,8.44,6.0,no,9.0,4.0,4.0,yes,2.0
clg0098,104.0,8.5,8.33,9.0,yes,8.0,3.0,1.0,no,4.0
clg0062,88.0,8.85,8.46,5.0,no,2.0,10.0,1.0,no,5.0
clg0029,87.0,8.35,8.19,4.0,no,8.0,5.0,3.0,no,3.0
clg0062,102.0,9.29,9.74,2.0,no,4.0,10.0,4.0,yes,2.0
clg0033,97.0,8.23,7.56,8.0,yes,7.0,6.0,0.0,no,6.0
clg0020,99.0,9.14,9.46,6.0,no,4.0,9.0,1.0,no,5.0
clg0085,115.0,6.87,7.02,1.0,yes,0.0,3.0,3.0,no,3.0
clg0071,87.0,7.53,7.88,7.0,yes,4.0,8.0,0.0,no,6.0
clg0062,96.0,7.55,6.27,3.0,no,5.0,10.0,3.0,no,3.0
clg0091,102.0,5.26,4.88,9.0,no,2.0,9.0,4.0,no,1.0
clg0091,98.0,5.31,5.2,1.0,yes,10.0,7.0,5.0,no,1.0
clg0080,88.0,8.41,8.08,2.0,yes,0.0,10.0,3.0,yes,2.0
clg0062,87.0,7.44,7.24,1.0,yes,5.0,3.0,2.0,no,3.0
clg0031,112.0,9.65,7.56,1.0,yes,5.0,5.0,4.0,yes,2.0
clg0042,98.0,5.31,5.68,4.0,yes,1.0,3.0,3.0,no,3.0
clg0069,94.0,7.98,7.7,9.0,no,2.0,9.0,3.0,no,3.0
clg0085,101.0,7.69,8.13,10.0,no,5.0,5.0,3.0,no,3.0
clg0075,84.0,9.76,9.93,5.0,no,10.0,5.0,1.0,no,4.0
clg0062,99.0,7.5,7.16,5.0,yes,5.0,7.0,1.0,no,5.0
clg0062,91.0,9.42,9.58,4.0,no,1.0,2.0,5.0,no,1.0
clg0046,141.0,7.1,6.81,2.0,no,5.0,9.0,1.0,no,5.0
clg0022,121.0,8.68,8.99,4.0,no,0.0,9.0,0.0,yes,6.0
clg0092,118.0,6.99,7.39,3.0,yes,7.0,6.0,5.0,no,1.0
clg0059,119.0,8.25,8.49,5.0,no,0.0,8.0,3.0,yes,3.0
clg0096,80.0,9.64,9.17,4.0,no,5.0,7.0,5.0,no,1.0
clg0002,93.0,6.29,7.56,3.0,no,6.0,8.0,1.0,no,5.0
clg0058,93.0,7.77,7.42,1.0,no,3.0,7.0,3.0,no,3.0
clg0063,106.0,7.03,7.22,8.0,yes,2.0,3.0,0.0,no,6.0
clg0083,97.0,6.0,5.87,1.0,yes,10.0,1.0,4.0,no,2.0
clg0009,108.0,7.55,5.09,6.0,no,9.0,6.0,5.0,no,1.0
clg0090,119.0,8.78,9.01,5.0,no,0.0,2.0,5.0,yes,1.0
clg0086,92.0,7.84,7.52,7.0,yes,9.0,6.0,5.0,no,1.0
clg0044,111.0,6.84,6.44,10.0,yes,0.0,7.0,5.0,no,1.0
clg0100,97.0,5.99,6.23,9.0,no,9.0,10.0,1.0,no,5.0
clg0094,97.0,6.22,6.64,8.0,no,7.0,5.0,3.0,no,2.0
clg0015,94.0,5.35,7.56,4.0,no,8.0,1.0,1.0,no,5.0
clg0039,83.0,8.49,8.95,1.0,no,5.0,3.0,4.0,no,2.0
clg0046,116.0,5.48,5.88,1.0,no,3.0,2.0,5.0,no,1.0
clg0039,97.0,5.43,5.34,8.0,no,3.0,3.0,0.0,no,5.0
clg0037,75.0,6.4,7.56,10.0,no,2.0,7.0,4.0,no,2.0
clg0016,77.0,7.55,9.46,9.0,no,3.0,7.0,4.0,no,2.0
clg0062,101.0,9.29,9.07,2.0,no,5.0,6.0,1.0,no,5.0
clg0027,103.0,5.27,5.03,8.0,no,9.0,1.0,4.0,no,2.0
clg0064,126.0,7.55,7.56,7.0,yes,6.0,1.0,1.0,no,5.0
clg0058,102.0,8.73,8.57,6.0,no,7.0,8.0,4.0,yes,2.0
clg0051,95.0,7.47,7.56,1.0,yes,5.0,10.0,2.0,no,4.0
clg0048,102.0,9.37,9.45,9.0,no,1.0,6.0,3.0,no,3.0
clg0065,113.0,7.53,7.75,8.0,no,5.0,10.0,3.0,yes,3.0
clg0008,121.0,6.49,6.75,4.0,no,8.0,8.0,4.0,yes,2.0
clg0009,93.0,6.81,6.63,4.0,no,7.0,5.0,4.0,no,2.0
clg0068,115.0,9.64,10.05,1.0,no,8.0,5.0,4.0,yes,1.0
clg0027,128.0,5.49,5.95,8.0,no,4.0,6.0,3.0,no,3.0
clg0062,94.0,8.49,8.84,3.0,no,1.0,6.0,2.0,yes,4.0
clg0004,83.0,8.75,8.3,7.0,yes,0.0,7.0,3.0,no,3.0
clg0035,102.0,8.7,8.96,7.0,no,3.0,3.0,3.0,no,3.0
clg0082,93.0,5.28,5.58,10.0,no,4.0,1.0,1.0,no,5.0
clg0079,99.0,8.89,8.61,7.0,no,4.0,2.0,0.0,no,6.0
clg0062,99.0,7.55,8.38,5.0,yes,5.0,1.0,1.0,no,4.0
clg0005,109.0,7.55,6.73,10.0,no,1.0,7.0,4.0,no,2.0
clg0083,90.0,5.28,7.56,3.0,yes,3.0,10.0,5.0,no,1.0
clg0062,77.0,9.56,9.9,8.0,yes,8.0,6.0,3.0,no,3.0
clg0055,99.0,5.01,4.8,8.0,no,3.0,1.0,1.0,no,3.0
clg0062,99.0,6.32,5.98,9.0,no,8.0,1.0,4.0,no,1.0
clg0088,104.0,6.83,6.74,10.0,yes,10.0,6.0,5.0,no,1.0
clg0073,131.0,6.38,6.06,2.0,no,5.0,4.0,2.0,no,4.0
clg0021,100.0,7.06,7.33,9.0,no,8.0,6.0,3.0,no,3.0
clg0074,114.0,8.77,9.06,5.0,no,8.0,8.0,2.0,no,4.0
clg0090,110.0,5.99,5.76,7.0,no,6.0,4.0,3.0,no,3.0
clg0020,107.0,5.89,6.03,6.0,no,5.0,6.0,5.0,no,1.0
clg0077,117.0,8.0,8.16,6.0,no,8.0,8.0,2.0,yes,4.0
clg0095,112.0,9.47,9.34,2.0,yes,9.0,2.0,2.0,yes,4.0
clg0030,106.0,7.04,7.56,2.0,no,4.0,7.0,4.0,no,2.0
clg0096,99.0,7.84,7.34,6.0,no,1.0,9.0,3.0,no,3.0
clg0097,102.0,7.66,7.86,7.0,yes,9.0,7.0,5.0,no,1.0
clg0062,105.0,6.51,6.08,3.0,no,6.0,4.0,4.0,no,2.0
clg0099,99.0,9.47,9.15,2.0,no,5.0,8.0,0.0,no,6.0
clg0074,110.0,7.61,7.11,8.0,no,9.0,6.0,4.0,no,2.0
clg0040,64.0,6.27,6.3,5.0,yes,3.0,10.0,4.0,no,2.0
clg0094,96.0,7.55,7.56,1.0,no,0.0,5.0,5.0,no,1.0
clg0043,108.0,9.49,9.38,7.0,no,8.0,10.0,4.0,yes,2.0
clg0098,99.0,9.07,8.89,10.0,no,10.0,7.0,2.0,no,4.0
clg0100,76.0,6.92,7.0,8.0,no,4.0,5.0,2.0,no,4.0
clg0062,84.0,8.44,8.56,1.0,no,10.0,8.0,4.0,yes,2.0
clg0084,98.0,6.36,6.64,8.0,yes,8.0,7.0,5.0,no,1.0
clg0078,80.0,9.05,7.56,8.0,no,4.0,9.0,4.0,yes,2.0
clg0057,95.0,5.81,6.22,7.0,no,1.0,5.0,2.0,no,4.0
clg0020,92.0,5.63,5.45,2.0,no,10.0,6.0,0.0,no,6.0
clg0059,83.0,6.47,6.11,6.0,yes,5.0,6.0,3.0,no,3.0
clg0098,99.0,5.88,5.65,10.0,yes,10.0,2.0,5.0,no,1.0
clg0077,121.0,9.84,7.56,4.0,no,4.0,10.0,5.0,no,1.0
clg0062,84.0,8.88,8.91,6.0,no,10.0,4.0,1.0,no,5.0
clg0063,107.0,5.69,6.1,5.0,no,5.0,8.0,1.0,no,4.0
clg0055,90.0,7.42,7.66,3.0,yes,10.0,8.0,0.0,no,6.0
clg0073,103.0,8.87,8.81,6.0,yes,8.0,7.0,1.0,no,5.0
clg0073,114.0,7.51,7.16,4.0,yes,4.0,4.0,4.0,no,2.0
clg0004,89.0,5.68,5.67,9.0,yes,4.0,6.0,3.0,no,2.0
clg0040,102.0,8.75,9.15,7.0,yes,0.0,2.0,0.0,no,6.0
clg0038,102.0,9.11,8.85,5.0,no,9.0,1.0,4.0,no,2.0
clg0038,135.0,9.1,9.48,9.0,no,7.0,6.0,3.0,yes,3.0
clg0067,97.0,9.93,10.4,3.0,no,10.0,6.0,5.0,no,1.0
clg0017,98.0,5.63,5.17,8.0,no,5.0,4.0,2.0,no,4.0
clg0049,110.0,5.57,7.56,2.0,yes,1.0,4.0,3.0,no,3.0
clg0014,98.0,8.61,7.56,2.0,yes,8.0,6.0,4.0,no,2.0
clg0100,103.0,8.77,7.56,5.0,no,7.0,8.0,3.0,yes,3.0
clg0066,102.0,8.3,8.79,5.0,yes,5.0,7.0,5.0,no,1.0
clg0061,97.0,6.79,7.56,6.0,yes,7.0,7.0,3.0,no,3.0
clg0064,127.0,6.12,5.71,6.0,yes,2.0,5.0,2.0,no,3.0
clg0041,96.0,6.76,7.56,6.0,yes,4.0,8.0,1.0,no,5.0
clg0019,99.0,7.76,7.67,1.0,no,8.0,3.0,5.0,no,1.0
clg0001,70.0,7.45,7.64,5.0,no,1.0,7.0,2.0,no,4.0
clg0064,101.0,9.17,8.92,9.0,no,2.0,7.0,3.0,no,3.0
clg0073,83.0,7.51,7.56,2.0,yes,9.0,8.0,1.0,no,5.0
clg0085,117.0,7.55,6.02,4.0,yes,7.0,8.0,0.0,no,6.0
clg0066,99.0,5.96,6.12,10.0,yes,8.0,8.0,4.0,no,2.0
clg0014,120.0,8.04,7.82,1.0,no,4.0,5.0,1.0,no,5.0
clg0072,99.0,8.41,8.07,5.0,yes,1.0,3.0,3.0,yes,3.0
clg0062,96.0,5.18,5.66,3.0,no,4.0,2.0,3.0,no,3.0
clg0083,80.0,7.91,7.57,5.0,no,8.0,6.0,4.0,no,2.0
clg0022,103.0,8.39,8.32,8.0,yes,2.0,2.0,5.0,no,1.0
clg0052,101.0,6.1,6.11,10.0,no,10.0,2.0,1.0,no,5.0
clg0062,105.0,5.59,5.93,8.0,no,5.0,2.0,0.0,no,6.0
clg0062,99.0,7.55,7.3,5.0,no,1.0,10.0,0.0,no,6.0
clg0003,99.0,7.38,7.56,3.0,yes,9.0,2.0,4.0,no,2.0
clg0012,117.0,7.05,6.77,3.0,yes,9.0,6.0,5.0,no,1.0
clg0064,106.0,8.2,7.56,3.0,yes,2.0,8.0,3.0,yes,3.0
clg0063,108.0,9.39,8.98,8.0,no,5.0,1.0,3.0,no,2.0
clg0013,129.0,9.53,9.23,7.0,yes,5.0,6.0,2.0,yes,4.0
clg0083,106.0,6.76,7.24,1.0,no,9.0,2.0,4.0,no,1.0
clg0068,97.0,5.19,5.31,2.0,no,5.0,10.0,1.0,no,4.0
clg0098,69.0,7.55,7.56,3.0,no,1.0,1.0,4.0,no,2.0
clg0014,99.0,6.66,7.0,10.0,no,5.0,9.0,3.0,no,3.0
clg0026,89.0,8.34,7.56,1.0,no,4.0,9.0,0.0,no,6.0
clg0033,128.0,7.21,7.51,8.0,no,8.0,2.0,4.0,no,2.0
clg0067,99.0,7.55,9.06,5.0,yes,10.0,8.0,0.0,no,6.0
clg0099,70.0,8.05,7.74,10.0,no,6.0,10.0,3.0,no,3.0
clg0100,114.0,7.55,7.45,1.0,no,5.0,5.0,1.0,no,5.0
clg0100,95.0,5.04,5.22,4.0,yes,1.0,7.0,4.0,no,2.0
clg0085,92.0,5.44,5.29,6.0,no,8.0,4.0,2.0,no,4.0
clg0043,78.0,7.33,7.12,6.0,yes,5.0,3.0,0.0,no,5.0
clg0068,99.0,7.55,8.89,4.0,yes,4.0,10.0,2.0,yes,4.0
clg0037,82.0,9.42,9.25,4.0,no,1.0,2.0,4.0,no,2.0
clg0005,115.0,5.42,5.37,2.0,no,2.0,8.0,2.0,yes,3.0
clg0005,107.0,7.55,5.51,9.0,no,1.0,6.0,4.0,no,2.0
clg0031,107.0,7.52,7.1,4.0,yes,3.0,2.0,3.0,no,2.0
clg0084,107.0,9.4,9.02,6.0,yes,6.0,6.0,0.0,no,6.0
clg0093,101.0,8.34,8.64,6.0,yes,5.0,2.0,1.0,no,5.0
clg0087,92.0,9.81,9.98,10.0,yes,2.0,2.0,3.0,no,3.0
clg0095,110.0,7.55,8.3,3.0,yes,5.0,3.0,1.0,no,5.0
clg0062,117.0,5.77,5.64,2.0,no,10.0,9.0,2.0,yes,4.0
clg0005,98.0,7.66,7.56,9.0,yes,4.0,4.0,3.0,no,3.0
clg0025,122.0,9.7,9.48,6.0,no,1.0,2.0,5.0,yes,1.0
clg0031,99.0,8.42,8.42,10.0,no,4.0,1.0,1.0,no,5.0
clg0051,111.0,9.27,9.69,10.0,no,5.0,10.0,1.0,yes,5.0
clg0005,107.0,5.45,5.11,10.0,yes,3.0,7.0,5.0,no,1.0
clg0038,101.0,7.69,7.98,9.0,no,5.0,1.0,3.0,no,3.0
clg0053,127.0,6.99,6.87,9.0,yes,0.0,7.0,3.0,no,3.0
clg0040,108.0,8.65,9.06,1.0,no,2.0,6.0,3.0,no,3.0
clg0030,99.0,8.76,9.16,2.0,no,5.0,8.0,3.0,yes,3.0
clg0055,98.0,9.68,9.68,3.0,no,5.0,5.0,5.0,no,1.0
clg0013,103.0,7.99,7.98,9.0,no,7.0,10.0,5.0,no,1.0
clg0044,135.0,8.85,8.96,5.0,no,6.0,9.0,4.0,yes,2.0
clg0062,116.0,9.09,9.31,7.0,no,4.0,6.0,5.0,yes,1.0
clg0097,117.0,6.55,6.91,2.0,yes,2.0,5.0,1.0,no,5.0
clg0012,80.0,7.86,7.41,9.0,no,5.0,4.0,1.0,no,5.0
clg0054,114.0,6.77,6.59,2.0,yes,6.0,8.0,0.0,no,6.0
clg0041,84.0,9.15,9.42,2.0,yes,8.0,6.0,3.0,no,3.0
clg0078,100.0,7.55,5.89,7.0,yes,9.0,6.0,3.0,no,3.0
clg0002,83.0,9.66,9.67,4.0,yes,8.0,7.0,0.0,no,6.0
clg0023,108.0,7.55,7.56,8.0,yes,5.0,4.0,4.0,no,2.0
clg0075,115.0,6.84,7.09,8.0,yes,1.0,5.0,1.0,no,5.0
clg0091,99.0,6.86,7.02,8.0,no,5.0,6.0,1.0,no,5.0
clg0069,90.0,5.29,4.88,6.0,no,8.0,5.0,2.0,no,2.0
clg0055,122.0,5.47,5.75,6.0,yes,1.0,6.0,1.0,no,5.0
clg0080,85.0,7.55,8.16,1.0,no,5.0,6.0,3.0,no,3.0
clg0015,113.0,7.47,7.49,2.0,no,7.0,10.0,4.0,yes,2.0
clg0057,99.0,5.85,5.72,2.0,yes,9.0,9.0,5.0,no,1.0
clg0004,118.0,10.0,9.96,10.0,yes,9.0,5.0,2.0,yes,4.0
clg0015,85.0,8.71,9.09,3.0,no,8.0,1.0,1.0,no,5.0
clg0013,108.0,5.5,5.72,2.0,no,1.0,3.0,4.0,no,2.0
clg0048,98.0,7.44,7.86,4.0,no,3.0,7.0,3.0,no,2.0
clg0015,121.0,8.23,8.06,6.0,no,5.0,6.0,0.0,no,5.0
clg0092,106.0,7.55,7.5,8.0,no,10.0,9.0,3.0,no,3.0
clg0054,85.0,7.09,7.2,2.0,yes,5.0,7.0,5.0,no,1.0
clg0009,107.0,7.49,7.1,10.0,no,6.0,7.0,1.0,no,4.0
clg0093,97.0,7.92,7.45,2.0,yes,1.0,6.0,4.0,no,2.0
clg0051,106.0,7.14,7.47,10.0,yes,6.0,6.0,3.0,no,3.0
clg0057,99.0,7.73,7.62,9.0,yes,9.0,5.0,5.0,no,1.0
clg0003,89.0,7.81,7.59,1.0,no,4.0,10.0,5.0,no,1.0
clg0040,128.0,9.76,9.86,7.0,no,0.0,4.0,2.0,yes,4.0
clg0020,120.0,6.04,6.23,3.0,no,3.0,6.0,1.0,no,5.0
clg0074,120.0,5.71,6.06,4.0,no,1.0,9.0,2.0,yes,4.0
clg0046,85.0,8.2,8.33,4.0,no,10.0,5.0,4.0,no,1.0
clg0062,103.0,5.71,5.43,9.0,no,5.0,6.0,3.0,no,3.0
clg0070,130.0,8.47,8.81,10.0,no,4.0,6.0,2.0,yes,4.0
clg0028,81.0,5.05,5.48,8.0,no,5.0,9.0,2.0,no,4.0
clg0070,95.0,9.07,9.18,8.0,yes,6.0,8.0,5.0,yes,1.0
clg0003,100.0,7.55,8.67,10.0,no,6.0,4.0,4.0,no,2.0
clg0022,99.0,5.72,5.68,8.0,no,10.0,7.0,4.0,no,2.0
clg0066,87.0,5.46,5.6,3.0,no,2.0,4.0,5.0,no,1.0
clg0027,108.0,5.31,5.01,6.0,no,7.0,2.0,1.0,no,4.0
clg0094,115.0,6.51,6.4,7.0,yes,9.0,4.0,1.0,no,5.0
clg0074,113.0,8.85,7.56,8.0,no,5.0,5.0,1.0,no,5.0
clg0029,100.0,8.82,8.66,10.0,yes,8.0,4.0,1.0,no,5.0
clg0098,102.0,5.54,7.56,1.0,yes,1.0,4.0,4.0,no,2.0
clg0070,104.0,9.01,8.98,2.0,no,7.0,4.0,3.0,no,2.0
clg0034,85.0,8.91,8.67,8.0,no,8.0,2.0,3.0,no,3.0
clg0017,102.0,5.62,5.7,7.0,no,8.0,6.0,2.0,no,4.0
clg0097,99.0,7.55,9.39,3.0,no,9.0,6.0,5.0,yes,1.0
clg0062,105.0,7.55,9.29,6.0,yes,3.0,4.0,3.0,no,3.0
clg0024,111.0,8.56,8.97,4.0,no,8.0,6.0,2.0,yes,4.0
clg0071,108.0,5.24,7.56,1.0,no,3.0,9.0,1.0,no,5.0
clg0047,90.0,7.55,8.82,5.0,no,1.0,6.0,4.0,no,2.0
clg0064,106.0,7.25,7.49,7.0,yes,3.0,6.0,2.0,no,4.0
clg0032,109.0,5.45,5.11,6.0,no,7.0,1.0,3.0,no,2.0
clg0043,105.0,8.47,8.78,8.0,yes,1.0,6.0,5.0,no,1.0
clg0062,101.0,8.95,9.37,5.0,no,10.0,3.0,0.0,no,6.0
clg0071,84.0,7.1,6.88,8.0,no,10.0,8.0,0.0,no,6.0
clg0090,93.0,5.11,4.85,4.0,no,6.0,10.0,3.0,no,2.0
clg0031,99.0,5.48,7.56,8.0,yes,9.0,8.0,3.0,no,3.0
clg0063,75.0,9.03,7.56,9.0,no,4.0,7.0,3.0,no,3.0
clg0037,79.0,7.99,7.76,4.0,no,9.0,5.0,3.0,no,3.0
clg0066,88.0,7.72,7.48,10.0,no,9.0,4.0,3.0,no,3.0
clg0092,79.0,5.62,7.56,10.0,no,2.0,9.0,0.0,no,6.0
clg0090,112.0,9.32,8.96,8.0,no,5.0,6.0,5.0,yes,1.0
clg0023,91.0,9.8,9.6,3.0,no,9.0,6.0,0.0,no,6.0
clg0003,77.0,8.93,9.3,4.0,no,1.0,3.0,0.0,no,5.0
clg0028,110.0,5.32,7.56,6.0,yes,6.0,8.0,0.0,no,6.0
clg0045,105.0,8.04,7.56,3.0,no,3.0,7.0,5.0,no,1.0
clg0069,120.0,5.57,5.47,3.0,no,9.0,6.0,0.0,no,6.0
clg0062,99.0,8.61,8.88,2.0,no,9.0,1.0,4.0,no,2.0
clg0053,90.0,6.12,7.56,3.0,yes,5.0,5.0,3.0,no,3.0
clg0016,107.0,5.71,6.2,10.0,no,5.0,5.0,1.0,no,4.0
clg0007,86.0,6.14,7.56,8.0,no,4.0,7.0,3.0,no,3.0
clg0079,89.0,9.47,9.28,3.0,no,7.0,3.0,3.0,no,3.0
clg0049,100.0,9.53,9.11,6.0,yes,5.0,6.0,0.0,no,6.0
clg0062,91.0,5.63,5.9,6.0,no,0.0,5.0,1.0,no,5.0
clg0066,99.0,7.02,7.56,9.0,no,3.0,5.0,2.0,no,4.0
clg0047,102.0,5.11,5.51,3.0,yes,1.0,8.0,1.0,no,4.0
clg0095,106.0,7.55,9.9,2.0,no,4.0,10.0,0.0,no,6.0
clg0070,116.0,7.72,7.74,1.0,no,1.0,7.0,3.0,no,3.0
clg0074,111.0,8.42,7.56,6.0,no,1.0,6.0,3.0,yes,3.0
clg0060,101.0,9.2,8.7,6.0,no,4.0,6.0,0.0,no,6.0
clg0035,109.0,5.99,6.03,4.0,yes,5.0,5.0,3.0,no,3.0
clg0020,99.0,5.93,6.42,6.0,no,5.0,4.0,0.0,no,6.0
clg0032,86.0,9.94,10.07,6.0,no,9.0,10.0,1.0,no,3.0
clg0062,96.0,9.31,9.05,10.0,yes,8.0,2.0,3.0,no,3.0
clg0098,102.0,9.4,9.03,2.0,no,10.0,7.0,4.0,no,1.0
clg0039,109.0,5.11,5.32,2.0,no,5.0,10.0,4.0,no,2.0
clg0090,92.0,7.99,7.82,4.0,yes,9.0,10.0,3.0,no,3.0
clg0062,99.0,5.52,5.79,6.0,yes,5.0,3.0,1.0,no,5.0
clg0039,99.0,6.37,6.06,4.0,yes,8.0,9.0,5.0,no,1.0
clg0011,99.0,9.05,9.08,7.0,yes,6.0,4.0,0.0,no,5.0
clg0079,99.0,7.94,7.56,1.0,yes,6.0,6.0,4.0,no,2.0
clg0041,77.0,7.55,6.09,5.0,no,1.0,8.0,5.0,no,1.0
clg0062,84.0,9.69,9.43,7.0,yes,5.0,3.0,3.0,no,3.0
clg0052,98.0,7.55,6.39,4.0,no,0.0,2.0,4.0,no,2.0
clg0021,95.0,7.55,6.8,2.0,no,1.0,8.0,3.0,no,3.0
clg0068,103.0,7.02,6.64,7.0,yes,8.0,6.0,1.0,no,4.0
clg0083,89.0,7.75,7.64,7.0,yes,5.0,4.0,0.0,no,6.0
clg0076,76.0,8.15,8.11,2.0,no,7.0,7.0,4.0,no,2.0
clg0018,90.0,8.67,8.74,4.0,no,5.0,8.0,4.0,yes,2.0
clg0062,90.0,8.86,8.47,8.0,yes,3.0,2.0,4.0,no,2.0
clg0005,99.0,5.33,7.56,2.0,yes,7.0,7.0,0.0,no,6.0
clg0014,109.0,7.16,6.89,10.0,yes,10.0,7.0,0.0,no,6.0
clg0027,75.0,6.19,6.1,10.0,yes,0.0,7.0,4.0,no,2.0
clg0088,104.0,9.93,10.38,1.0,no,7.0,2.0,3.0,no,2.0
clg0076,94.0,7.55,9.13,6.0,no,8.0,5.0,2.0,no,4.0
clg0100,138.0,8.68,9.05,4.0,yes,8.0,9.0,3.0,yes,3.0
clg0046,110.0,8.99,8.85,2.0,no,5.0,10.0,3.0,yes,3.0
clg0045,112.0,7.55,8.78,8.0,no,1.0,2.0,0.0,no,6.0
clg0064,99.0,8.22,7.56,6.0,no,5.0,9.0,0.0,no,6.0
clg0078,99.0,8.96,9.4,3.0,no,8.0,2.0,2.0,no,4.0
clg0033,105.0,7.55,6.42,4.0,no,5.0,6.0,4.0,no,2.0
clg0075,116.0,9.67,7.56,1.0,no,5.0,3.0,3.0,yes,3.0
clg0062,129.0,8.95,9.12,1.0,no,3.0,2.0,2.0,yes,4.0
clg0062,99.0,7.95,8.11,9.0,yes,10.0,7.0,5.0,no,1.0
clg0032,122.0,6.99,6.72,9.0,yes,5.0,7.0,3.0,no,3.0
clg0020,79.0,5.2,5.49,4.0,yes,5.0,3.0,2.0,no,3.0
clg0071,103.0,9.42,9.34,3.0,no,8.0,6.0,2.0,no,4.0
